hour_of_day,cash_type,money,Bean,coffee_name,Time_of_Day,Weekday,Month_name,Weekdaysort,Monthsort,Date,Time
15,card,35.76,Liberica,Latte,Afternoon,Tue,Oct,2,10,45580,15:32:11.278000
15,card,25.96,Excelsa,Americano,Afternoon,Tue,Oct,2,10,45580,15:54:16.513000
15,card,46194,Robusta,Espresso,Afternoon,Tue,Oct,2,10,45580,15:55:19.039000
17,card,35.76,Liberica,Hot Chocolate,Night,Tue,Oct,2,10,45580,17:04:11.335000
19,card,25.96,Arabica,Americano,Night,Tue,Oct,2,10,45580,19:22:21.379000
19,card,35.76,Arabica,Cocoa,Night,Tue,Oct,2,10,45580,19:23:17.353000
20,card,35.76,Excelsa,Latte,Night,Tue,Oct,2,10,45580,20:11:14.884000
20,card,35.76,Robusta,Latte,Night,Tue,Oct,2,10,45580,20:12:28.631000
21,card,35.76,Arabica,Hot Chocolate,Night,Tue,Oct,2,10,45580,21:18:08.409000
21,card,35.76,Robusta,Hot Chocolate,Night,Tue,Oct,2,10,45580,21:35:19.943000
22,card,35.76,Liberica,Latte,Night,Tue,Oct,2,10,45580,22:15:19.653000
8,card,30.86,Liberica,Americano with Milk,Morning,Wed,Oct,3,10,45581,08:21:26.013000
8,card,35.76,Liberica,Hot Chocolate,Morning,Wed,Oct,3,10,45581,08:36:23.588000
9,card,35.76,Excelsa,Latte,Morning,Wed,Oct,3,10,45581,09:25:51.175000
10,card,30.86,Robusta,Americano with Milk,Morning,Wed,Oct,3,10,45581,10:15:47.944000
10,card,30.86,Robusta,Americano with Milk,Morning,Wed,Oct,3,10,45581,10:16:53.739000
10,card,30.86,Liberica,Americano with Milk,Morning,Wed,Oct,3,10,45581,10:45:24.963000
11,card,25.96,Excelsa,Americano,Morning,Wed,Oct,3,10,45581,11:49:44.633000
12,card,30.86,Robusta,Americano with Milk,Afternoon,Wed,Oct,3,10,45581,12:29:44.254000
13,card,25.96,Excelsa,Americano,Afternoon,Wed,Oct,3,10,45581,13:20:10.470000
16,card,35.76,Robusta,Latte,Afternoon,Wed,Oct,3,10,45581,16:45:29.537000
17,card,30.86,Excelsa,Americano with Milk,Night,Wed,Oct,3,10,45581,17:43:20.657000
19,card,30.86,Arabica,Americano with Milk,Night,Wed,Oct,3,10,45581,19:37:42.411000
19,card,30.86,Excelsa,Americano with Milk,Night,Wed,Oct,3,10,45581,19:38:36.648000
21,card,35.76,Excelsa,Hot Chocolate,Night,Wed,Oct,3,10,45581,21:20:28.533000
7,card,35.76,Robusta,Latte,Morning,Thu,Oct,4,10,45582,07:47:00.921000
7,card,35.76,Robusta,Latte,Morning,Thu,Oct,4,10,45582,07:58:06.763000
9,card,30.86,Robusta,Americano with Milk,Morning,Thu,Oct,4,10,45582,09:24:27.162000
10,card,35.76,Liberica,Latte,Morning,Thu,Oct,4,10,45582,10:26:37.790000
10,card,35.76,Arabica,Hot Chocolate,Morning,Thu,Oct,4,10,45582,10:44:54.232000
11,card,30.86,Liberica,Americano with Milk,Morning,Thu,Oct,4,10,45582,11:59:26.853000
13,card,35.76,Arabica,Latte,Afternoon,Thu,Oct,4,10,45582,13:57:24.895000
14,card,25.96,Robusta,Americano,Afternoon,Thu,Oct,4,10,45582,14:34:42.598000
16,card,35.76,Excelsa,Hot Chocolate,Afternoon,Thu,Oct,4,10,45582,16:37:12.586000
16,card,35.76,Robusta,Hot Chocolate,Afternoon,Thu,Oct,4,10,45582,16:38:17.969000
16,card,35.76,Robusta,Latte,Afternoon,Thu,Oct,4,10,45582,16:39:09.606000
16,card,35.76,Liberica,Hot Chocolate,Afternoon,Thu,Oct,4,10,45582,16:48:35.857000
16,card,35.76,Liberica,Hot Chocolate,Afternoon,Thu,Oct,4,10,45582,16:49:33.156000
17,card,35.76,Liberica,Cappuccino,Night,Thu,Oct,4,10,45582,17:08:27.751000
17,card,35.76,Robusta,Hot Chocolate,Night,Thu,Oct,4,10,45582,17:09:30.303000
19,card,35.76,Robusta,Latte,Night,Thu,Oct,4,10,45582,19:43:12.167000
20,card,30.86,Excelsa,Americano with Milk,Night,Thu,Oct,4,10,45582,20:11:36.404000
21,card,35.76,Arabica,Latte,Night,Thu,Oct,4,10,45582,21:46:12.945000
21,card,35.76,Arabica,Latte,Night,Thu,Oct,4,10,45582,21:47:20.461000
21,card,35.76,Excelsa,Latte,Night,Thu,Oct,4,10,45582,21:48:31.699000
21,card,35.76,Liberica,Hot Chocolate,Night,Thu,Oct,4,10,45582,21:49:54.619000
8,card,35.76,Liberica,Cocoa,Morning,Fri,Oct,5,10,45583,08:41:59.489000
8,card,35.76,Liberica,Cocoa,Morning,Fri,Oct,5,10,45583,08:42:59.176000
9,card,35.76,Excelsa,Cocoa,Morning,Fri,Oct,5,10,45583,09:32:41.501000
9,card,35.76,Robusta,Cocoa,Morning,Fri,Oct,5,10,45583,09:34:08.021000
9,card,35.76,Robusta,Cappuccino,Morning,Fri,Oct,5,10,45583,09:55:20.229000
11,card,35.76,Arabica,Cappuccino,Morning,Fri,Oct,5,10,45583,11:54:58.816000
14,card,35.76,Liberica,Latte,Afternoon,Fri,Oct,5,10,45583,14:51:04.117000
14,card,35.76,Excelsa,Cappuccino,Afternoon,Fri,Oct,5,10,45583,14:52:15.325000
15,card,25.96,Arabica,Americano,Afternoon,Fri,Oct,5,10,45583,15:39:19.970000
16,card,35.76,Liberica,Latte,Afternoon,Fri,Oct,5,10,45583,16:09:57.876000
17,card,35.76,Arabica,Hot Chocolate,Night,Fri,Oct,5,10,45583,17:45:38.978000
21,card,35.76,Liberica,Cocoa,Night,Fri,Oct,5,10,45583,21:14:40.243000
21,card,35.76,Liberica,Cocoa,Night,Fri,Oct,5,10,45583,21:15:22.513000
21,card,30.86,Liberica,Americano with Milk,Night,Fri,Oct,5,10,45583,21:52:23.408000
22,card,35.76,Liberica,Latte,Night,Fri,Oct,5,10,45583,22:03:26.964000
8,card,30.86,Robusta,Americano with Milk,Morning,Sat,Oct,6,10,45584,08:34:13.654000
13,card,35.76,Liberica,Latte,Afternoon,Sat,Oct,6,10,45584,13:22:06.088000
14,card,35.76,Liberica,Cappuccino,Afternoon,Sat,Oct,6,10,45584,14:10:32.609000
15,card,35.76,Liberica,Hot Chocolate,Afternoon,Sat,Oct,6,10,45584,15:56:55.218000
15,card,35.76,Arabica,Latte,Afternoon,Sat,Oct,6,10,45584,15:59:24.076000
16,card,35.76,Excelsa,Latte,Afternoon,Sat,Oct,6,10,45584,16:02:45.831000
16,card,35.76,Excelsa,Latte,Afternoon,Sat,Oct,6,10,45584,16:17:42.515000
21,card,35.76,Excelsa,Cocoa,Night,Sat,Oct,6,10,45584,21:46:45.517000
22,card,35.76,Excelsa,Cappuccino,Night,Sat,Oct,6,10,45584,22:46:37.697000
8,card,35.76,Robusta,Latte,Morning,Sun,Oct,7,10,45585,08:40:43.966000
8,card,35.76,Robusta,Cocoa,Morning,Sun,Oct,7,10,45585,08:41:50.471000
11,card,35.76,Robusta,Latte,Morning,Sun,Oct,7,10,45585,11:16:51.841000
14,card,35.76,Liberica,Hot Chocolate,Afternoon,Sun,Oct,7,10,45585,14:28:46.044000
14,card,25.96,Robusta,Cortado,Afternoon,Sun,Oct,7,10,45585,14:29:43.545000
15,card,30.86,Liberica,Americano with Milk,Afternoon,Sun,Oct,7,10,45585,15:52:45.055000
16,card,35.76,Excelsa,Latte,Afternoon,Sun,Oct,7,10,45585,16:45:09.783000
16,card,35.76,Arabica,Latte,Afternoon,Sun,Oct,7,10,45585,16:46:04.815000
17,card,35.76,Excelsa,Latte,Night,Sun,Oct,7,10,45585,17:27:05.827000
18,card,35.76,Liberica,Cocoa,Night,Sun,Oct,7,10,45585,18:34:16.387000
18,card,35.76,Arabica,Cocoa,Night,Sun,Oct,7,10,45585,18:35:08.162000
21,card,35.76,Robusta,Hot Chocolate,Night,Sun,Oct,7,10,45585,21:14:18.045000
21,card,25.96,Robusta,Cortado,Night,Sun,Oct,7,10,45585,21:15:17.780000
21,card,35.76,Robusta,Cocoa,Night,Sun,Oct,7,10,45585,21:17:26.865000
21,card,35.76,Liberica,Latte,Night,Sun,Oct,7,10,45585,21:25:00.085000
22,card,35.76,Arabica,Cappuccino,Night,Sun,Oct,7,10,45585,22:17:29.041000
7,card,35.76,Excelsa,Latte,Morning,Mon,Oct,1,10,45586,07:48:43.087000
8,card,35.76,Arabica,Latte,Morning,Mon,Oct,1,10,45586,08:19:56.383000
9,card,30.86,Excelsa,Americano with Milk,Morning,Mon,Oct,1,10,45586,09:04:54.434000
9,card,35.76,Excelsa,Latte,Morning,Mon,Oct,1,10,45586,09:34:25.547000
10,card,25.96,Robusta,Americano,Morning,Mon,Oct,1,10,45586,10:25:09.344000
10,card,25.96,Excelsa,Cortado,Morning,Mon,Oct,1,10,45586,10:41:44.725000
10,card,25.96,Robusta,Cortado,Morning,Mon,Oct,1,10,45586,10:42:35.555000
11,card,46194,Liberica,Espresso,Morning,Mon,Oct,1,10,45586,11:27:41.654000
12,card,35.76,Liberica,Cappuccino,Afternoon,Mon,Oct,1,10,45586,12:40:24.294000
14,card,35.76,Liberica,Latte,Afternoon,Mon,Oct,1,10,45586,14:42:56.049000
14,card,35.76,Liberica,Latte,Afternoon,Mon,Oct,1,10,45586,14:43:58.047000
15,card,30.86,Liberica,Americano with Milk,Afternoon,Mon,Oct,1,10,45586,15:27:02.441000
15,card,25.96,Robusta,Cortado,Afternoon,Mon,Oct,1,10,45586,15:39:04.686000
16,card,35.76,Arabica,Cocoa,Afternoon,Mon,Oct,1,10,45586,16:42:57.468000
16,card,35.76,Excelsa,Latte,Afternoon,Mon,Oct,1,10,45586,16:55:22.549000
19,card,35.76,Excelsa,Hot Chocolate,Night,Mon,Oct,1,10,45586,19:21:13.352000
21,card,35.76,Arabica,Latte,Night,Mon,Oct,1,10,45586,21:05:36.106000
22,card,35.76,Liberica,Cocoa,Night,Mon,Oct,1,10,45586,22:30:44.450000
22,card,35.76,Robusta,Hot Chocolate,Night,Mon,Oct,1,10,45586,22:31:33.966000
7,card,35.76,Robusta,Latte,Morning,Tue,Oct,2,10,45587,07:32:59.530000
7,card,35.76,Excelsa,Cappuccino,Morning,Tue,Oct,2,10,45587,07:34:00.044000
8,card,30.86,Excelsa,Americano with Milk,Morning,Tue,Oct,2,10,45587,08:25:32.220000
9,card,25.96,Robusta,Cortado,Morning,Tue,Oct,2,10,45587,09:17:50.407000
10,card,46194,Arabica,Espresso,Morning,Tue,Oct,2,10,45587,10:51:32.286000
10,card,25.96,Excelsa,Cortado,Morning,Tue,Oct,2,10,45587,10:52:17.101000
18,card,25.96,Excelsa,Americano,Night,Tue,Oct,2,10,45587,18:07:02.574000
19,card,35.76,Robusta,Hot Chocolate,Night,Tue,Oct,2,10,45587,19:46:39.213000
19,card,35.76,Liberica,Latte,Night,Tue,Oct,2,10,45587,19:47:50.466000
7,card,35.76,Robusta,Latte,Morning,Wed,Oct,3,10,45588,07:58:06.767000
8,card,30.86,Liberica,Americano with Milk,Morning,Wed,Oct,3,10,45588,08:45:14.798000
10,card,25.96,Excelsa,Cortado,Morning,Wed,Oct,3,10,45588,10:24:57.789000
12,card,30.86,Robusta,Americano with Milk,Afternoon,Wed,Oct,3,10,45588,12:31:05.425000
16,card,30.86,Excelsa,Americano with Milk,Afternoon,Wed,Oct,3,10,45588,16:20:02.262000
16,card,30.86,Arabica,Americano with Milk,Afternoon,Wed,Oct,3,10,45588,16:21:09.035000
16,card,35.76,Robusta,Cappuccino,Afternoon,Wed,Oct,3,10,45588,16:42:30.220000
17,card,46194,Liberica,Espresso,Night,Wed,Oct,3,10,45588,17:02:46.329000
18,card,35.76,Arabica,Cocoa,Night,Wed,Oct,3,10,45588,18:58:58.511000
19,card,35.76,Liberica,Cappuccino,Night,Wed,Oct,3,10,45588,19:00:43.029000
21,card,30.86,Liberica,Americano with Milk,Night,Wed,Oct,3,10,45588,21:57:20.745000
21,card,35.76,Arabica,Hot Chocolate,Night,Wed,Oct,3,10,45588,21:58:23.747000
22,card,35.76,Arabica,Latte,Night,Wed,Oct,3,10,45588,22:23:38.310000
12,card,25.96,Arabica,Americano,Afternoon,Thu,Oct,4,10,45589,12:07:46.562000
13,card,35.76,Excelsa,Cappuccino,Afternoon,Thu,Oct,4,10,45589,13:23:59.581000
14,card,35.76,Liberica,Cappuccino,Afternoon,Thu,Oct,4,10,45589,14:09:46.711000
14,card,35.76,Excelsa,Hot Chocolate,Afternoon,Thu,Oct,4,10,45589,14:49:01.859000
14,card,35.76,Robusta,Latte,Afternoon,Thu,Oct,4,10,45589,14:49:49.340000
15,card,35.76,Robusta,Latte,Afternoon,Thu,Oct,4,10,45589,15:47:32.792000
15,card,35.76,Arabica,Latte,Afternoon,Thu,Oct,4,10,45589,15:48:29.937000
18,card,25.96,Liberica,Americano,Night,Thu,Oct,4,10,45589,18:53:47.318000
18,card,25.96,Arabica,Americano,Night,Thu,Oct,4,10,45589,18:55:07.574000
19,card,35.76,Robusta,Latte,Night,Thu,Oct,4,10,45589,19:50:18.736000
20,card,25.96,Robusta,Americano,Night,Thu,Oct,4,10,45589,20:44:11.476000
21,card,35.76,Liberica,Hot Chocolate,Night,Thu,Oct,4,10,45589,21:14:44.888000
21,card,35.76,Robusta,Hot Chocolate,Night,Thu,Oct,4,10,45589,21:15:29.126000
21,card,35.76,Robusta,Hot Chocolate,Night,Thu,Oct,4,10,45589,21:56:20.063000
21,card,35.76,Arabica,Cappuccino,Night,Thu,Oct,4,10,45589,21:57:10.028000
7,card,35.76,Liberica,Cappuccino,Morning,Fri,Oct,5,10,45590,07:38:11.145000
7,card,46194,Robusta,Espresso,Morning,Fri,Oct,5,10,45590,07:45:22.853000
8,card,35.76,Excelsa,Cocoa,Morning,Fri,Oct,5,10,45590,08:10:04.813000
8,card,35.76,Robusta,Latte,Morning,Fri,Oct,5,10,45590,08:10:54.567000
8,card,35.76,Liberica,Cocoa,Morning,Fri,Oct,5,10,45590,08:18:49.780000
10,card,25.96,Liberica,Americano,Morning,Fri,Oct,5,10,45590,10:03:28.304000
10,card,25.96,Robusta,Americano,Morning,Fri,Oct,5,10,45590,10:05:21.012000
10,card,30.86,Arabica,Americano with Milk,Morning,Fri,Oct,5,10,45590,10:51:01.298000
11,card,35.76,Excelsa,Cocoa,Morning,Fri,Oct,5,10,45590,11:49:42.876000
11,card,35.76,Robusta,Cocoa,Morning,Fri,Oct,5,10,45590,11:50:30.398000
12,card,25.96,Robusta,Cortado,Afternoon,Fri,Oct,5,10,45590,12:06:50.176000
12,card,35.76,Excelsa,Latte,Afternoon,Fri,Oct,5,10,45590,12:40:37.466000
14,card,35.76,Robusta,Cappuccino,Afternoon,Fri,Oct,5,10,45590,14:23:16.568000
22,card,35.76,Arabica,Hot Chocolate,Night,Fri,Oct,5,10,45590,22:19:23.959000
22,card,46194,Liberica,Espresso,Night,Fri,Oct,5,10,45590,22:22:31.745000
7,card,35.76,Robusta,Cappuccino,Morning,Sat,Oct,6,10,45591,07:49:59.226000
8,card,25.96,Excelsa,Cortado,Morning,Sat,Oct,6,10,45591,08:41:44.502000
8,card,35.76,Liberica,Cappuccino,Morning,Sat,Oct,6,10,45591,08:52:59.556000
10,card,25.96,Excelsa,Americano,Morning,Sat,Oct,6,10,45591,10:24:38.301000
12,card,35.76,Liberica,Cocoa,Afternoon,Sat,Oct,6,10,45591,12:18:09.342000
13,card,35.76,Excelsa,Latte,Afternoon,Sat,Oct,6,10,45591,13:03:31.039000
14,card,35.76,Liberica,Latte,Afternoon,Sat,Oct,6,10,45591,14:34:58.654000
14,card,30.86,Arabica,Americano with Milk,Afternoon,Sat,Oct,6,10,45591,14:36:14.943000
15,card,25.96,Robusta,Cortado,Afternoon,Sat,Oct,6,10,45591,15:05:22.072000
15,card,25.96,Robusta,Cortado,Afternoon,Sat,Oct,6,10,45591,15:06:19.074000
15,card,35.76,Arabica,Latte,Afternoon,Sat,Oct,6,10,45591,15:38:28.729000
15,card,35.76,Robusta,Latte,Afternoon,Sat,Oct,6,10,45591,15:39:29.573000
15,card,30.86,Liberica,Americano with Milk,Afternoon,Sat,Oct,6,10,45591,15:52:01.660000
15,card,30.86,Liberica,Americano with Milk,Afternoon,Sat,Oct,6,10,45591,15:53:21.506000
19,card,35.76,Robusta,Cappuccino,Night,Sat,Oct,6,10,45591,19:19:21.305000
20,card,30.86,Excelsa,Americano with Milk,Night,Sat,Oct,6,10,45591,20:34:46.718000
11,card,30.86,Arabica,Americano with Milk,Morning,Sun,Oct,7,10,45592,11:01:56.902000
12,card,35.76,Arabica,Latte,Afternoon,Sun,Oct,7,10,45592,12:53:25.989000
12,card,30.86,Excelsa,Americano with Milk,Afternoon,Sun,Oct,7,10,45592,12:54:27.511000
13,card,35.76,Liberica,Cappuccino,Afternoon,Sun,Oct,7,10,45592,13:43:46.609000
16,card,35.76,Arabica,Latte,Afternoon,Sun,Oct,7,10,45592,16:17:06.175000
7,card,35.76,Robusta,Cappuccino,Morning,Mon,Oct,1,10,45593,07:46:28.187000
8,card,25.96,Arabica,Americano,Morning,Mon,Oct,1,10,45593,08:01:12.299000
8,card,35.76,Excelsa,Latte,Morning,Mon,Oct,1,10,45593,08:35:02.901000
9,card,30.86,Arabica,Americano with Milk,Morning,Mon,Oct,1,10,45593,09:15:42.781000
11,card,35.76,Robusta,Latte,Morning,Mon,Oct,1,10,45593,11:42:36.495000
11,card,35.76,Liberica,Latte,Morning,Mon,Oct,1,10,45593,11:43:43.322000
12,card,35.76,Robusta,Hot Chocolate,Afternoon,Mon,Oct,1,10,45593,12:01:36.054000
12,card,30.86,Liberica,Americano with Milk,Afternoon,Mon,Oct,1,10,45593,12:02:34.807000
12,card,35.76,Robusta,Cappuccino,Afternoon,Mon,Oct,1,10,45593,12:21:30.418000
14,card,30.86,Excelsa,Americano with Milk,Afternoon,Mon,Oct,1,10,45593,14:10:54.611000
14,card,30.86,Excelsa,Americano with Milk,Afternoon,Mon,Oct,1,10,45593,14:11:56.316000
14,card,30.86,Excelsa,Americano with Milk,Afternoon,Mon,Oct,1,10,45593,14:30:59.561000
16,card,35.76,Liberica,Latte,Afternoon,Mon,Oct,1,10,45593,16:01:20.507000
17,card,35.76,Robusta,Cocoa,Night,Mon,Oct,1,10,45593,17:55:18.119000
17,card,35.76,Arabica,Cocoa,Night,Mon,Oct,1,10,45593,17:56:02.397000
19,card,35.76,Liberica,Cappuccino,Night,Mon,Oct,1,10,45593,19:10:25.255000
21,card,30.86,Robusta,Americano with Milk,Night,Mon,Oct,1,10,45593,21:20:03.622000
22,card,30.86,Excelsa,Americano with Milk,Night,Mon,Oct,1,10,45593,22:05:50.772000
8,card,35.76,Excelsa,Latte,Morning,Tue,Oct,2,10,45594,08:40:52.355000
8,card,35.76,Liberica,Latte,Morning,Tue,Oct,2,10,45594,08:47:05.646000
9,card,35.76,Robusta,Latte,Morning,Tue,Oct,2,10,45594,09:31:57.680000
11,card,30.86,Robusta,Americano with Milk,Morning,Tue,Oct,2,10,45594,11:59:46.680000
12,card,46194,Robusta,Espresso,Afternoon,Tue,Oct,2,10,45594,12:21:36.806000
14,card,25.96,Robusta,Cortado,Afternoon,Tue,Oct,2,10,45594,14:15:43.838000
14,card,25.96,Excelsa,Cortado,Afternoon,Tue,Oct,2,10,45594,14:17:00.697000
14,card,35.76,Arabica,Cappuccino,Afternoon,Tue,Oct,2,10,45594,14:37:35.961000
16,card,35.76,Liberica,Hot Chocolate,Afternoon,Tue,Oct,2,10,45594,16:09:33.742000
16,card,35.76,Arabica,Cocoa,Afternoon,Tue,Oct,2,10,45594,16:10:56.815000
16,card,35.76,Liberica,Cocoa,Afternoon,Tue,Oct,2,10,45594,16:17:33.443000
18,card,30.86,Excelsa,Americano with Milk,Night,Tue,Oct,2,10,45594,18:02:04.368000
18,card,30.86,Robusta,Americano with Milk,Night,Tue,Oct,2,10,45594,18:02:57.432000
19,card,30.86,Excelsa,Americano with Milk,Night,Tue,Oct,2,10,45594,19:02:05.362000
19,card,35.76,Liberica,Cappuccino,Night,Tue,Oct,2,10,45594,19:05:44.436000
19,card,35.76,Arabica,Hot Chocolate,Night,Tue,Oct,2,10,45594,19:51:12.926000
19,card,35.76,Excelsa,Latte,Night,Tue,Oct,2,10,45594,19:54:02.389000
20,card,35.76,Excelsa,Latte,Night,Tue,Oct,2,10,45594,20:07:35.659000
7,card,35.76,Excelsa,Latte,Morning,Wed,Oct,3,10,45595,07:52:05.489000
8,card,30.86,Arabica,Americano with Milk,Morning,Wed,Oct,3,10,45595,08:46:26.777000
8,card,30.86,Liberica,Americano with Milk,Morning,Wed,Oct,3,10,45595,08:47:29.281000
9,card,35.76,Liberica,Latte,Morning,Wed,Oct,3,10,45595,09:11:29.359000
10,card,35.76,Liberica,Latte,Morning,Wed,Oct,3,10,45595,10:31:53.151000
10,card,35.76,Arabica,Latte,Morning,Wed,Oct,3,10,45595,10:33:07.699000
12,card,35.76,Robusta,Latte,Afternoon,Wed,Oct,3,10,45595,12:08:45.933000
12,card,25.96,Robusta,Americano,Afternoon,Wed,Oct,3,10,45595,12:09:46.789000
12,card,30.86,Robusta,Americano with Milk,Afternoon,Wed,Oct,3,10,45595,12:10:58.391000
12,card,25.96,Excelsa,Americano,Afternoon,Wed,Oct,3,10,45595,12:37:00.765000
15,card,35.76,Arabica,Latte,Afternoon,Wed,Oct,3,10,45595,15:05:15.193000
15,card,35.76,Excelsa,Latte,Afternoon,Wed,Oct,3,10,45595,15:07:03.043000
16,card,30.86,Excelsa,Americano with Milk,Afternoon,Wed,Oct,3,10,45595,16:04:48.375000
18,card,35.76,Robusta,Hot Chocolate,Night,Wed,Oct,3,10,45595,18:08:12.493000
19,card,30.86,Robusta,Americano with Milk,Night,Wed,Oct,3,10,45595,19:18:31.485000
19,card,30.86,Liberica,Americano with Milk,Night,Wed,Oct,3,10,45595,19:43:21.190000
7,card,35.76,Arabica,Latte,Morning,Thu,Oct,4,10,45596,07:54:17.331000
8,card,35.76,Excelsa,Latte,Morning,Thu,Oct,4,10,45596,08:38:53.898000
9,card,30.86,Excelsa,Americano with Milk,Morning,Thu,Oct,4,10,45596,09:18:19.100000
15,card,35.76,Robusta,Latte,Afternoon,Thu,Oct,4,10,45596,15:59:26.688000
16,card,30.86,Liberica,Americano with Milk,Afternoon,Thu,Oct,4,10,45596,16:00:30.983000
8,card,35.76,Robusta,Cocoa,Morning,Fri,Nov,5,11,45597,08:24:03.401000
8,card,25.96,Robusta,Americano,Morning,Fri,Nov,5,11,45597,08:30:57.642000
10,card,35.76,Excelsa,Latte,Morning,Fri,Nov,5,11,45597,10:54:50.375000
12,card,35.76,Excelsa,Cocoa,Afternoon,Fri,Nov,5,11,45597,12:41:26.535000
12,card,35.76,Robusta,Cocoa,Afternoon,Fri,Nov,5,11,45597,12:42:18.438000
15,card,25.96,Robusta,Cortado,Afternoon,Fri,Nov,5,11,45597,15:55:42.424000
22,card,30.86,Arabica,Americano with Milk,Night,Fri,Nov,5,11,45597,22:41:55.896000
8,card,25.96,Arabica,Cortado,Morning,Sat,Nov,6,11,45598,08:19:44.324000
10,card,35.76,Robusta,Cocoa,Morning,Sat,Nov,6,11,45598,10:25:45.967000
10,card,30.86,Arabica,Americano with Milk,Morning,Sat,Nov,6,11,45598,10:33:09.562000
14,card,30.86,Arabica,Americano with Milk,Afternoon,Sat,Nov,6,11,45598,14:54:14.648000
16,card,35.76,Robusta,Hot Chocolate,Afternoon,Sat,Nov,6,11,45598,16:24:15.855000
16,card,35.76,Excelsa,Latte,Afternoon,Sat,Nov,6,11,45598,16:25:57.012000
16,card,35.76,Liberica,Latte,Afternoon,Sat,Nov,6,11,45598,16:37:05.005000
18,card,30.86,Excelsa,Americano with Milk,Night,Sat,Nov,6,11,45598,18:18:27.180000
18,card,25.96,Excelsa,Americano,Night,Sat,Nov,6,11,45598,18:58:23.522000
8,card,25.96,Robusta,Cortado,Morning,Sun,Nov,7,11,45599,08:23:00.362000
9,card,30.86,Robusta,Americano with Milk,Morning,Sun,Nov,7,11,45599,09:47:06.025000
9,card,30.86,Excelsa,Americano with Milk,Morning,Sun,Nov,7,11,45599,09:48:12.017000
13,card,35.76,Arabica,Latte,Afternoon,Sun,Nov,7,11,45599,13:13:51.404000
13,card,30.86,Liberica,Americano with Milk,Afternoon,Sun,Nov,7,11,45599,13:14:56.673000
13,card,35.76,Robusta,Cocoa,Afternoon,Sun,Nov,7,11,45599,13:18:24.742000
13,card,25.96,Arabica,Americano,Afternoon,Sun,Nov,7,11,45599,13:44:18.516000
13,card,30.86,Excelsa,Americano with Milk,Afternoon,Sun,Nov,7,11,45599,13:59:01.077000
16,card,35.76,Arabica,Hot Chocolate,Afternoon,Sun,Nov,7,11,45599,16:15:17.705000
16,card,35.76,Arabica,Hot Chocolate,Afternoon,Sun,Nov,7,11,45599,16:16:43.547000
16,card,25.96,Liberica,Americano,Afternoon,Sun,Nov,7,11,45599,16:20:37.116000
16,card,25.96,Arabica,Americano,Afternoon,Sun,Nov,7,11,45599,16:21:46.055000
20,card,35.76,Excelsa,Cocoa,Night,Sun,Nov,7,11,45599,20:26:14.631000
7,card,35.76,Arabica,Latte,Morning,Mon,Nov,1,11,45600,07:43:36.879000
8,card,35.76,Liberica,Latte,Morning,Mon,Nov,1,11,45600,08:37:33.340000
8,card,30.86,Excelsa,Americano with Milk,Morning,Mon,Nov,1,11,45600,08:38:58.864000
12,card,25.96,Liberica,Americano,Afternoon,Mon,Nov,1,11,45600,12:33:35.786000
12,card,30.86,Liberica,Americano with Milk,Afternoon,Mon,Nov,1,11,45600,12:35:06.061000
14,card,35.76,Excelsa,Cocoa,Afternoon,Mon,Nov,1,11,45600,14:44:38.053000
14,card,35.76,Liberica,Cocoa,Afternoon,Mon,Nov,1,11,45600,14:45:20.025000
7,card,35.76,Arabica,Cocoa,Morning,Tue,Nov,2,11,45601,07:49:31.614000
9,card,30.86,Robusta,Americano with Milk,Morning,Tue,Nov,2,11,45601,09:05:41.810000
9,card,35.76,Robusta,Cappuccino,Morning,Tue,Nov,2,11,45601,09:12:12.324000
9,card,30.86,Arabica,Americano with Milk,Morning,Tue,Nov,2,11,45601,09:13:40.356000
10,card,30.86,Robusta,Americano with Milk,Morning,Tue,Nov,2,11,45601,10:41:44.251000
11,card,35.76,Liberica,Cocoa,Morning,Tue,Nov,2,11,45601,11:47:29.859000
11,card,35.76,Arabica,Latte,Morning,Tue,Nov,2,11,45601,11:48:22.484000
14,card,35.76,Robusta,Latte,Afternoon,Tue,Nov,2,11,45601,14:36:37.856000
14,card,35.76,Liberica,Latte,Afternoon,Tue,Nov,2,11,45601,14:41:48.048000
18,card,35.76,Arabica,Cappuccino,Night,Tue,Nov,2,11,45601,18:52:56.274000
18,card,35.76,Excelsa,Cappuccino,Night,Tue,Nov,2,11,45601,18:54:10.727000
18,card,35.76,Excelsa,Cappuccino,Night,Tue,Nov,2,11,45601,18:55:18.626000
21,card,35.76,Excelsa,Cocoa,Night,Tue,Nov,2,11,45601,21:40:44.746000
21,card,35.76,Robusta,Cocoa,Night,Tue,Nov,2,11,45601,21:42:02.751000
21,card,35.76,Arabica,Hot Chocolate,Night,Tue,Nov,2,11,45601,21:54:19.647000
22,card,35.76,Liberica,Hot Chocolate,Night,Tue,Nov,2,11,45601,22:05:50.601000
22,card,30.86,Liberica,Americano with Milk,Night,Tue,Nov,2,11,45601,22:06:38.973000
8,card,35.76,Excelsa,Latte,Morning,Wed,Nov,3,11,45602,08:11:25.120000
11,card,46194,Excelsa,Espresso,Morning,Wed,Nov,3,11,45602,11:45:31.173000
13,card,25.96,Excelsa,Americano,Afternoon,Wed,Nov,3,11,45602,13:15:32.862000
